Observation Date,Confirmed,Day,Total per Day
02/27/2020,121,,
02/27/2020,93,,
02/27/2020,93,,
02/27/2020,92,,
02/27/2020,91,,
02/27/2020,76,,
02/27/2020,75,,
02/27/2020,72,,
02/27/2020,46,,
02/27/2020,43,,
02/27/2020,42,,
02/27/2020,40,,
02/27/2020,38,,
02/27/2020,33,,
02/27/2020,32,,
02/27/2020,23,,
02/27/2020,18,,
02/27/2020,16,,
02/27/2020,15,,
02/27/2020,15,,
02/27/2020,13,,
02/27/2020,10,,
02/27/2020,8,,
02/27/2020,8,,
02/27/2020,7,,
02/27/2020,7,,
02/27/2020,7,,
02/27/2020,5,,
02/27/2020,5,,
02/27/2020,4,,
02/27/2020,4,,
02/27/2020,4,,
02/27/2020,3,,
02/27/2020,3,,
02/27/2020,3,,
02/27/2020,3,,
02/27/2020,3,,
02/27/2020,3,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,2,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,1,,
02/27/2020,0,,
02/27/2020,0,,
02/27/2020,0,,
02/28/2020,65914,,
02/28/2020,2337,,
02/28/2020,1348,,
02/28/2020,1272,,
02/28/2020,1205,,
02/28/2020,1017,,
02/28/2020,990,,
02/28/2020,935,,
02/28/2020,888,,
02/28/2020,756,,
02/28/2020,705,,
02/28/2020,631,,
02/28/2020,576,,
02/28/2020,538,,
02/28/2020,480,,
02/28/2020,410,,
02/28/2020,388,,
02/28/2020,337,,
02/28/2020,318,,
02/28/2020,296,,
02/28/2020,252,,
02/28/2020,245,,
02/28/2020,228,,
02/28/2020,174,,
02/28/2020,168,,
02/28/2020,146,,
02/28/2020,136,,
02/28/2020,133,,
02/28/2020,121,,
02/28/2020,94,,
02/28/2020,93,,
02/28/2020,93,,
02/28/2020,91,,
02/28/2020,76,,
02/28/2020,75,,
02/28/2020,72,,
02/28/2020,57,,
02/28/2020,48,,
02/28/2020,45,,
02/28/2020,44,,
02/28/2020,41,,
02/28/2020,36,,
02/28/2020,34,,
02/28/2020,32,,
02/28/2020,23,,
02/28/2020,20,,
02/28/2020,19,,
02/28/2020,18,,
02/28/2020,16,,
02/28/2020,10,,
02/28/2020,8,,
02/28/2020,8,,
02/28/2020,7,,
02/28/2020,7,,
02/28/2020,7,,
02/28/2020,6,,
02/28/2020,5,,
02/28/2020,5,,
02/28/2020,5,,
02/28/2020,4,,
02/28/2020,4,,
02/28/2020,4,,
02/28/2020,4,,
02/28/2020,4,,
02/28/2020,3,,
02/28/2020,3,,
02/28/2020,3,,
02/28/2020,3,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,2,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,1,,
02/28/2020,0,,
02/28/2020,0,,
02/28/2020,0,,
02/29/2020,66337,,
02/29/2020,3150,,
02/29/2020,1349,,
02/29/2020,1272,,
02/29/2020,1205,,
02/29/2020,1128,,
02/29/2020,1018,,
02/29/2020,990,,
02/29/2020,935,,
02/29/2020,756,,
02/29/2020,705,,
02/29/2020,631,,
02/29/2020,593,,
02/29/2020,576,,
02/29/2020,538,,
02/29/2020,480,,
02/29/2020,411,,
02/29/2020,337,,
02/29/2020,318,,
02/29/2020,296,,
02/29/2020,252,,
02/29/2020,245,,
02/29/2020,241,,
02/29/2020,174,,
02/29/2020,168,,
02/29/2020,146,,
02/29/2020,136,,
02/29/2020,133,,
02/29/2020,121,,
02/29/2020,102,,
02/29/2020,100,,
02/29/2020,95,,
02/29/2020,93,,
02/29/2020,91,,
02/29/2020,79,,
02/29/2020,76,,
02/29/2020,75,,
02/29/2020,73,,
02/29/2020,45,,
02/29/2020,45,,
02/29/2020,44,,
02/29/2020,42,,
02/29/2020,41,,
02/29/2020,39,,
02/29/2020,25,,
02/29/2020,23,,
02/29/2020,21,,
02/29/2020,18,,
02/29/2020,18,,
02/29/2020,16,,
02/29/2020,15,,
02/29/2020,13,,
02/29/2020,12,,
02/29/2020,10,,
02/29/2020,10,,
02/29/2020,9,,
02/29/2020,9,,
02/29/2020,8,,
02/29/2020,7,,
02/29/2020,7,,
02/29/2020,6,,
02/29/2020,6,,
02/29/2020,6,,
02/29/2020,6,,
02/29/2020,4,,
02/29/2020,4,,
02/29/2020,4,,
02/29/2020,4,,
02/29/2020,4,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,3,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,2,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,1,,
02/29/2020,0,,
02/29/2020,0,,
02/29/2020,0,,
02/29/2020,0,,
03/01/2020,66907,,
03/01/2020,3736,,
03/01/2020,1694,,
03/01/2020,1349,,
03/01/2020,1272,,
03/01/2020,1205,,
03/01/2020,1018,,
03/01/2020,990,,
03/01/2020,978,,
03/01/2020,935,,
03/01/2020,758,,
03/01/2020,705,,
03/01/2020,631,,
03/01/2020,576,,
03/01/2020,538,,
03/01/2020,480,,
03/01/2020,413,,
03/01/2020,337,,
03/01/2020,318,,
03/01/2020,296,,
03/01/2020,256,,
03/01/2020,252,,
03/01/2020,245,,
03/01/2020,174,,
03/01/2020,168,,
03/01/2020,146,,
03/01/2020,136,,
03/01/2020,133,,
03/01/2020,130,,
03/01/2020,130,,
03/01/2020,122,,
03/01/2020,106,,
03/01/2020,96,,
03/01/2020,93,,
03/01/2020,91,,
03/01/2020,84,,
03/01/2020,76,,
03/01/2020,75,,
03/01/2020,73,,
03/01/2020,47,,
03/01/2020,45,,
03/01/2020,44,,
03/01/2020,42,,
03/01/2020,40,,
03/01/2020,36,,
03/01/2020,29,,
03/01/2020,27,,
03/01/2020,21,,
03/01/2020,19,,
03/01/2020,19,,
03/01/2020,18,,
03/01/2020,16,,
03/01/2020,14,,
03/01/2020,14,,
03/01/2020,14,,
03/01/2020,10,,
03/01/2020,10,,
03/01/2020,10,,
03/01/2020,10,,
03/01/2020,9,,
03/01/2020,9,,
03/01/2020,8,,
03/01/2020,7,,
03/01/2020,7,,
03/01/2020,7,,
03/01/2020,6,,
03/01/2020,6,,
03/01/2020,6,,
03/01/2020,6,,
03/01/2020,5,,
03/01/2020,4,,
03/01/2020,4,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,3,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,2,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,1,,
03/01/2020,0,,
03/01/2020,0,,
03/01/2020,0,,
03/01/2020,0,,
03/02/2020,67103,,
03/02/2020,4335,,
03/02/2020,2036,,
03/02/2020,1501,,
03/02/2020,1350,,
03/02/2020,1272,,
03/02/2020,1206,,
03/02/2020,1018,,
03/02/2020,990,,
03/02/2020,935,,
03/02/2020,758,,
03/02/2020,705,,
03/02/2020,631,,
03/02/2020,576,,
03/02/2020,538,,
03/02/2020,480,,
03/02/2020,414,,
03/02/2020,337,,
03/02/2020,318,,
03/02/2020,296,,
03/02/2020,274,,
03/02/2020,252,,
03/02/2020,245,,
03/02/2020,191,,
03/02/2020,174,,
03/02/2020,168,,
03/02/2020,159,,
03/02/2020,146,,
03/02/2020,136,,
03/02/2020,133,,
03/02/2020,122,,
03/02/2020,120,,
03/02/2020,108,,
03/02/2020,100,,
03/02/2020,93,,
03/02/2020,91,,
03/02/2020,76,,
03/02/2020,75,,
03/02/2020,74,,
03/02/2020,56,,
03/02/2020,49,,
03/02/2020,45,,
03/02/2020,43,,
03/02/2020,42,,
03/02/2020,41,,
03/02/2020,40,,
03/02/2020,29,,
03/02/2020,26,,
03/02/2020,25,,
03/02/2020,21,,
03/02/2020,18,,
03/02/2020,18,,
03/02/2020,18,,
03/02/2020,17,,
03/02/2020,16,,
03/02/2020,15,,
03/02/2020,14,,
03/02/2020,13,,
03/02/2020,10,,
03/02/2020,10,,
03/02/2020,9,,
03/02/2020,9,,
03/02/2020,9,,
03/02/2020,8,,
03/02/2020,8,,
03/02/2020,8,,
03/02/2020,7,,
03/02/2020,7,,
03/02/2020,6,,
03/02/2020,6,,
03/02/2020,6,,
03/02/2020,6,,
03/02/2020,6,,
03/02/2020,5,,
03/02/2020,5,,
03/02/2020,4,,
03/02/2020,4,,
03/02/2020,4,,
03/02/2020,4,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,3,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,2,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,1,,
03/02/2020,0,,
03/02/2020,0,,
03/02/2020,0,,
03/02/2020,0,,
03/03/2020,67217,,
03/03/2020,5186,,
03/03/2020,2502,,
03/03/2020,2336,,
03/03/2020,1350,,
03/03/2020,1272,,
03/03/2020,1213,,
03/03/2020,1018,,
03/03/2020,990,,
03/03/2020,935,,
03/03/2020,758,,
03/03/2020,706,,
03/03/2020,631,,
03/03/2020,576,,
03/03/2020,538,,
03/03/2020,480,,
03/03/2020,414,,
03/03/2020,338,,
03/03/2020,318,,
03/03/2020,296,,
03/03/2020,293,,
03/03/2020,252,,
03/03/2020,245,,
03/03/2020,204,,
03/03/2020,196,,
03/03/2020,174,,
03/03/2020,168,,
03/03/2020,165,,
03/03/2020,146,,
03/03/2020,136,,
03/03/2020,133,,
03/03/2020,125,,
03/03/2020,110,,
03/03/2020,100,,
03/03/2020,93,,
03/03/2020,91,,
03/03/2020,76,,
03/03/2020,75,,
03/03/2020,74,,
03/03/2020,56,,
03/03/2020,56,,
03/03/2020,51,,
03/03/2020,49,,
03/03/2020,45,,
03/03/2020,43,,
03/03/2020,42,,
03/03/2020,36,,
03/03/2020,32,,
03/03/2020,32,,
03/03/2020,27,,
03/03/2020,24,,
03/03/2020,21,,
03/03/2020,21,,
03/03/2020,21,,
03/03/2020,19,,
03/03/2020,18,,
03/03/2020,16,,
03/03/2020,13,,
03/03/2020,13,,
03/03/2020,13,,
03/03/2020,12,,
03/03/2020,12,,
03/03/2020,11,,
03/03/2020,11,,
03/03/2020,11,,
03/03/2020,10,,
03/03/2020,10,,
03/03/2020,9,,
03/03/2020,9,,
03/03/2020,9,,
03/03/2020,7,,
03/03/2020,7,,
03/03/2020,7,,
03/03/2020,6,,
03/03/2020,6,,
03/03/2020,6,,
03/03/2020,5,,
03/03/2020,5,,
03/03/2020,5,,
03/03/2020,5,,
03/03/2020,5,,
03/03/2020,4,,
03/03/2020,3,,
03/03/2020,3,,
03/03/2020,3,,
03/03/2020,3,,
03/03/2020,3,,
03/03/2020,3,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,2,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,1,,
03/03/2020,0,,
03/03/2020,0,,
03/03/2020,0,,
03/03/2020,0,,
03/04/2020,67332,,
03/04/2020,5621,,
03/04/2020,3089,,
03/04/2020,2922,,
03/04/2020,1350,,
03/04/2020,1272,,
03/04/2020,1213,,
03/04/2020,1018,,
03/04/2020,990,,
03/04/2020,935,,
03/04/2020,758,,
03/04/2020,706,,
03/04/2020,631,,
03/04/2020,576,,
03/04/2020,538,,
03/04/2020,480,,
03/04/2020,418,,
03/04/2020,338,,
03/04/2020,331,,
03/04/2020,318,,
03/04/2020,296,,
03/04/2020,285,,
03/04/2020,262,,
03/04/2020,252,,
03/04/2020,245,,
03/04/2020,222,,
03/04/2020,174,,
03/04/2020,168,,
03/04/2020,146,,
03/04/2020,136,,
03/04/2020,133,,
03/04/2020,125,,
03/04/2020,110,,
03/04/2020,105,,
03/04/2020,93,,
03/04/2020,91,,
03/04/2020,90,,
03/04/2020,85,,
03/04/2020,76,,
03/04/2020,75,,
03/04/2020,75,,
03/04/2020,56,,
03/04/2020,56,,
03/04/2020,52,,
03/04/2020,50,,
03/04/2020,45,,
03/04/2020,43,,
03/04/2020,42,,
03/04/2020,38,,
03/04/2020,35,,
03/04/2020,35,,
03/04/2020,31,,
03/04/2020,29,,
03/04/2020,28,,
03/04/2020,27,,
03/04/2020,26,,
03/04/2020,23,,
03/04/2020,22,,
03/04/2020,19,,
03/04/2020,18,,
03/04/2020,16,,
03/04/2020,16,,
03/04/2020,15,,
03/04/2020,15,,
03/04/2020,13,,
03/04/2020,12,,
03/04/2020,12,,
03/04/2020,11,,
03/04/2020,11,,
03/04/2020,10,,
03/04/2020,10,,
03/04/2020,10,,
03/04/2020,10,,
03/04/2020,10,,
03/04/2020,10,,
03/04/2020,9,,
03/04/2020,8,,
03/04/2020,8,,
03/04/2020,8,,
03/04/2020,7,,
03/04/2020,6,,
03/04/2020,6,,
03/04/2020,6,,
03/04/2020,5,,
03/04/2020,5,,
03/04/2020,5,,
03/04/2020,5,,
03/04/2020,4,,
03/04/2020,4,,
03/04/2020,4,,
03/04/2020,4,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,3,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,2,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,1,,
03/04/2020,0,,
03/04/2020,0,,
03/04/2020,0,,
03/04/2020,0,,
03/05/2020,67466,,
03/05/2020,6088,,
03/05/2020,3858,,
03/05/2020,3513,,
03/05/2020,1351,,
03/05/2020,1272,,
03/05/2020,1215,,
03/05/2020,1018,,
03/05/2020,990,,
03/05/2020,935,,
03/05/2020,758,,
03/05/2020,706,,
03/05/2020,631,,
03/05/2020,576,,
03/05/2020,539,,
03/05/2020,482,,
03/05/2020,481,,
03/05/2020,418,,
03/05/2020,377,,
03/05/2020,360,,
03/05/2020,339,,
03/05/2020,318,,
03/05/2020,296,,
03/05/2020,259,,
03/05/2020,252,,
03/05/2020,245,,
03/05/2020,174,,
03/05/2020,168,,
03/05/2020,146,,
03/05/2020,136,,
03/05/2020,133,,
03/05/2020,125,,
03/05/2020,117,,
03/05/2020,115,,
03/05/2020,114,,
03/05/2020,105,,
03/05/2020,102,,
03/05/2020,94,,
03/05/2020,93,,
03/05/2020,87,,
03/05/2020,82,,
03/05/2020,76,,
03/05/2020,75,,
03/05/2020,75,,
03/05/2020,58,,
03/05/2020,55,,
03/05/2020,51,,
03/05/2020,50,,
03/05/2020,50,,
03/05/2020,47,,
03/05/2020,45,,
03/05/2020,44,,
03/05/2020,41,,
03/05/2020,35,,
03/05/2020,34,,
03/05/2020,31,,
03/05/2020,30,,
03/05/2020,29,,
03/05/2020,22,,
03/05/2020,21,,
03/05/2020,21,,
03/05/2020,20,,
03/05/2020,18,,
03/05/2020,18,,
03/05/2020,18,,
03/05/2020,16,,
03/05/2020,16,,
03/05/2020,16,,
03/05/2020,16,,
03/05/2020,13,,
03/05/2020,13,,
03/05/2020,13,,
03/05/2020,12,,
03/05/2020,12,,
03/05/2020,12,,
03/05/2020,11,,
03/05/2020,10,,
03/05/2020,10,,
03/05/2020,10,,
03/05/2020,10,,
03/05/2020,8,,
03/05/2020,8,,
03/05/2020,6,,
03/05/2020,6,,
03/05/2020,6,,
03/05/2020,6,,
03/05/2020,5,,
03/05/2020,5,,
03/05/2020,5,,
03/05/2020,5,,
03/05/2020,5,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,4,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,3,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,2,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,1,,
03/05/2020,0,,
03/05/2020,0,,
03/05/2020,0,,
03/05/2020,0,,
03/06/2020,67592,,
03/06/2020,6593,,
03/06/2020,4747,,
03/06/2020,4636,,
03/06/2020,1352,,
03/06/2020,1272,,
03/06/2020,1215,,
03/06/2020,1018,,
03/06/2020,990,,
03/06/2020,935,,
03/06/2020,758,,
03/06/2020,696,,
03/06/2020,670,,
03/06/2020,653,,
03/06/2020,631,,
03/06/2020,576,,
03/06/2020,539,,
03/06/2020,481,,
03/06/2020,422,,
03/06/2020,420,,
03/06/2020,400,,
03/06/2020,342,,
03/06/2020,318,,
03/06/2020,296,,
03/06/2020,252,,
03/06/2020,245,,
03/06/2020,214,,
03/06/2020,174,,
03/06/2020,168,,
03/06/2020,163,,
03/06/2020,146,,
03/06/2020,136,,
03/06/2020,133,,
03/06/2020,130,,
03/06/2020,128,,
03/06/2020,125,,
03/06/2020,119,,
03/06/2020,109,,
03/06/2020,108,,
03/06/2020,107,,
03/06/2020,101,,
03/06/2020,93,,
03/06/2020,83,,
03/06/2020,76,,
03/06/2020,75,,
03/06/2020,75,,
03/06/2020,60,,
03/06/2020,58,,
03/06/2020,58,,
03/06/2020,55,,
03/06/2020,48,,
03/06/2020,45,,
03/06/2020,45,,
03/06/2020,45,,
03/06/2020,43,,
03/06/2020,40,,
03/06/2020,31,,
03/06/2020,29,,
03/06/2020,26,,
03/06/2020,24,,
03/06/2020,23,,
03/06/2020,22,,
03/06/2020,21,,
03/06/2020,21,,
03/06/2020,21,,
03/06/2020,20,,
03/06/2020,19,,
03/06/2020,19,,
03/06/2020,18,,
03/06/2020,18,,
03/06/2020,18,,
03/06/2020,17,,
03/06/2020,16,,
03/06/2020,16,,
03/06/2020,16,,
03/06/2020,16,,
03/06/2020,15,,
03/06/2020,15,,
03/06/2020,13,,
03/06/2020,13,,
03/06/2020,13,,
03/06/2020,13,,
03/06/2020,13,,
03/06/2020,13,,
03/06/2020,11,,
03/06/2020,10,,
03/06/2020,10,,
03/06/2020,10,,
03/06/2020,9,,
03/06/2020,8,,
03/06/2020,7,,
03/06/2020,7,,
03/06/2020,6,,
03/06/2020,6,,
03/06/2020,6,,
03/06/2020,6,,
03/06/2020,5,,
03/06/2020,5,,
03/06/2020,5,,
03/06/2020,5,,
03/06/2020,5,,
03/06/2020,5,,
03/06/2020,4,,
03/06/2020,4,,
03/06/2020,4,,
03/06/2020,4,,
03/06/2020,4,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,3,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,2,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,1,,
03/06/2020,0,,
03/06/2020,0,,
03/06/2020,0,,
03/06/2020,0,,
03/06/2020,0,,
03/07/2020,67666,,
03/07/2020,7041,,
03/07/2020,5883,,
03/07/2020,5823,,
03/07/2020,1352,,
